Country;World Bank income group;WHO region;Year;Sex;Life expectancy at birth (years);Comments;Under-five mortality rate (deaths per 1000 live births);Healthy life expectancy (HALE) at age 60 (years);Under-five mortality rate (probability of dying by age 5 per 1000 live births);Infant mortality rate (deaths per 1000 live births);Adult mortality rate (probability of dying between 15 and 60 years per 1000 population);
Democratic People's Republic of Korea [South-East Asia];null;null;2010;Male;66.92751;null;33;12.85702;32.4738;;190.5784;
Bangladesh [South-East Asia];null;null;2019;Female;75.63741;null;37;15.65715;28.61758;29.75418;;
Malawi [Africa];null;null;2019;Male;62.30587;null;46;11.28792;44.94741;;;
Comoros [Africa];null;null;2000;Male;60.15296;null;107;11.7653;107.0915;;298.0;
United States of America [Americas];null;null;2010;Male;76.27111;null;8;15.60149;8.02202;;131.6443;
null;null;Europe;2015;Male;73.80158;null;;15.3602;10.32067;;160.4297;
Liberia [Africa];null;null;2015;Both sexes;61.16508;null;;12.34349;88.25453;;240.6191;
Zambia [Africa];null;null;2010;Male;54.26674;null;85;10.28198;84.84153;;403.227;
Botswana [Africa];null;null;2015;Male;57.8261;null;45;10.07099;53.69858;;315.5761;
South Sudan [Africa];null;null;2000;Male;52.05416;null;186;10.99792;186.18123;;400.903;
Portugal [Europe];null;null;2010;Male;76.59469;null;4;16.34036;4.16933;;122.4027;
Croatia [Europe];null;null;2015;Male;74.30309;null;5;14.02624;5.35636;;132.1075;
Romania [Europe];null;null;2010;Female;77.43354;null;11;16.48453;10.98941;;89.01731;
Iraq [Eastern Mediterranean];null;null;2000;Both sexes;68.77211;null;;13.45534;44.46213;;148.428;
Cyprus [Europe];null;null;2000;Male;76.52765;null;7;15.87164;6.95693;;102.328;
Georgia [Europe];null;null;2019;Female;77.76276;null;8;16.0688;8.41261;;;
South Sudan [Africa];null;null;2000;Both sexes;54.1488;null;;11.59216;181.15337;;379.5127;
Greece [Europe];null;null;2015;Both sexes;80.37633;null;;18.20249;4.37086;;67.58637;
Australia [Western Pacific];null;null;2019;Both sexes;83.04064;null;;18.98279;3.72157;;;
null;Upper-middle-income;null;2010;Male;70.74337;null;;13.93301;;;;
Cameroon [Africa];null;null;2010;Female;58.09284;null;102;12.7133;102.17501;;343.0777;
Guyana [Americas];null;null;2015;Female;69.22475;null;29;13.5766;28.82534;;210.8712;
Sierra Leone [Africa];null;null;2019;Female;61.90173;null;103;12.80249;104.84189;;;
Democratic Republic of the Congo [Africa];null;null;2015;Male;58.25044;null;104;11.37692;102.90881;;284.9063;
Chad [Africa];null;null;2000;Both sexes;51.07935;null;;11.1379;183.97621;;412.8983;
null;Lower-middle-income;null;2019;Female;71.27921;null;;14.02182;;;;
Grenada [Americas];null;null;2010;Male;69.20226;null;16;12.13923;16.17319;;197.8578;
Togo [Africa];null;null;2010;Both sexes;59.32759;null;;11.95073;88.96516;;306.4195;
Namibia [Africa];null;null;2019;Female;68.44906;null;39;14.18932;37.98216;;;
Australia [Western Pacific];null;null;2010;Male;79.8374;null;5;17.48182;5.23727;;79.7651;
France [Europe];null;null;2000;Both sexes;78.91328;null;;17.98367;5.3935;;99.17107;
Ghana [Africa];null;null;2019;Male;63.66003;null;51;11.89177;50.95046;;;
Montenegro [Europe];null;null;2000;Female;76.26957;null;13;15.97966;13.14923;;96.7039;
Comoros [Africa];null;null;2019;Female;68.88187;null;58;14.09139;57.90621;;;
South Africa [Africa];null;null;2000;Female;58.62697;null;67;13.02866;67.33012;;310.5759;
Lithuania [Europe];null;null;2015;Female;79.47274;null;4;17.31886;4.49112;;84.82375;
null;Lower-middle-income;null;2000;Female;63.77431;null;;12.63259;;;;
Gabon [Africa];null;null;2010;Male;60.12144;null;67;10.83898;66.72254;;282.6449;
Vanuatu [Western Pacific];null;null;2019;Both sexes;65.3064;null;;11.9413;25.63371;;;
Hungary [Europe];null;null;2010;Male;70.62834;null;6;12.88641;6.48141;;212.548;
Bahamas [Americas];null;null;2000;Male;67.63697;null;17;14.36105;17.39104;;255.2762;
Eritrea [Africa];null;null;2015;Male;59.40457;null;52;9.97847;51.7297;;295.6649;
Afghanistan [Eastern Mediterranean];null;null;2000;Female;55.41726;null;124;10.11293;124.62522;;290.1478;
Ecuador [Americas];null;null;2010;Both sexes;75.02002;null;;16.51178;18.98291;;134.0649;
Saint Vincent and the Grenadines [Americas];null;null;2010;Male;70.92134;null;21;14.70838;21.49682;;192.5592;
Kazakhstan [Europe];null;null;2000;Both sexes;63.14555;null;;11.79502;42.49655;;287.44;
Kuwait [Eastern Mediterranean];null;null;2019;Male;79.25072;null;9;17.09694;9.6021;;;
Indonesia [South-East Asia];null;null;2000;Female;68.5524;null;48;13.24746;47.80971;;165.5398;
Ethiopia [Africa];null;null;2019;Female;70.52014;null;45;14.37706;44.84543;;;
Canada [Americas];null;null;2019;Female;84.05355;null;4;19.71827;4.66656;;;
Bulgaria [Europe];null;null;2015;Female;78.04005;null;7;16.55499;7.32598;;84.83041;
South Africa [Africa];null;null;2015;Female;65.34021;null;34;13.85363;33.5172;;249.9762;
Brunei Darussalam [Western Pacific];null;null;2000;Both sexes;72.20396;null;;12.61391;10.34581;;105.1267;
Oman [Eastern Mediterranean];null;null;2015;Both sexes;72.52431;null;;12.45548;11.18944;;97.96933;
Thailand [South-East Asia];null;null;2019;Both sexes;77.6988;null;;17.95613;9.03023;;;
Haiti [Americas];null;null;2010;Both sexes;31.2792;null;;8.843;203.58983;;682.5308;
Czechia [Europe];null;null;2010;Both sexes;77.56047;null;;15.71422;3.38102;;98.47445;
C\u00f4te d'Ivoire [Africa];null;null;2015;Male;57.98104;null;;11.35534;99.40471;;427.853;
Pakistan [Eastern Mediterranean];null;null;2000;Female;60.98538;null;103;11.70911;103.66367;;175.403;
null;Low-income;null;2015;Both sexes;63.16665;null;;12.75056;;;;
Argentina [Americas];null;null;2019;Both sexes;76.57514;null;;16.27429;9.09908;;;
null;Low-income;null;2019;Male;62.95647;null;;12.33622;;;;
Iran (Islamic Republic of) [Eastern Mediterranean];null;null;2015;Female;78.51698;null;15;15.62292;14.73621;;61.3472;
Japan [Western Pacific];null;null;2015;Both sexes;83.61682;null;;20.0391;2.74856;;52.57222;
Belize [Americas];null;null;2019;Both sexes;74.40823;null;;16.69078;12.2622;;;
Denmark [Europe];null;null;2000;Female;79.1277;null;5;16.78043;5.10359;;77.09059;
Zambia [Africa];null;null;2015;Both sexes;60.49665;null;;12.28806;67.67587;;294.6363;
Equatorial Guinea [Africa];null;null;2010;Both sexes;59.65091;null;;12.82507;111.16512;;334.7481;
Lebanon [Eastern Mediterranean];null;null;2019;Both sexes;76.43958;null;;15.03184;7.22379;;;
Ghana [Africa];null;null;2019;Female;69.16389;null;41;14.00981;41.50953;;;
Iran (Islamic Republic of) [Eastern Mediterranean];null;null;2019;Female;79.09346;null;13;15.8092;12.73587;;;
Tunisia [Eastern Mediterranean];null;null;2019;Female;79.1881;null;15;16.78157;15.37084;;;
null;null;Africa;2019;Both sexes;64.49229;null;;13.26869;74.10285;;;
Ukraine [Europe];null;null;2000;Both sexes;67.52593;null;;12.80859;18.26972;;257.5393;
Cyprus [Europe];null;null;2015;Female;84.11644;null;3;19.36271;2.65065;;38.04976;
Uzbekistan [Europe];null;null;2015;Both sexes;71.44585;null;;13.88238;19.34294;;133.4894;
Paraguay [Americas];null;null;2019;Female;78.84635;null;17;17.58039;17.43979;;;
Barbados [Americas];null;null;2015;Female;77.35789;null;13;16.94277;12.74186;;74.63956;
Paraguay [Americas];null;null;2019;Both sexes;75.80984;null;;16.47773;19.46855;;;
Romania [Europe];null;null;2010;Both sexes;73.70329;null;;15.00574;12.36661;;154.6943;
Cuba [Americas];null;null;2015;Both sexes;77.91375;null;;16.52069;5.65927;;94.33914;
Guinea [Africa];null;null;2010;Female;59.25798;null;111;12.24562;110.46715;;269.6958;
Italy [Europe];null;null;2010;Female;84.22002;null;4;19.58237;3.63747;;40.71732;
Sweden [Europe];null;null;2015;Female;83.49753;null;3;19.12322;2.60122;;40.15103;
Saudi Arabia [Eastern Mediterranean];null;null;2015;Both sexes;73.15216;null;;13.60509;9.0952;;90.49767;
Netherlands [Europe];null;null;2000;Both sexes;78.01108;null;;16.62259;6.19309;;83.47723;
Russian Federation [Europe];null;null;2000;Both sexes;65.29212;null;;12.2645;19.28939;;310.7482;
Niger [Africa];null;null;2019;Female;64.55505;null;76;13.25487;76.25383;;;
Djibouti [Eastern Mediterranean];null;null;2019;Both sexes;65.81488;null;;13.61386;57.75863;;;
Colombia [Americas];null;null;2015;Male;75.63147;null;19;16.75294;17.19682;15.83299;183.2574;
Afghanistan [Eastern Mediterranean];null;null;2015;Male;61.03658;null;66;11.50809;73.91426;52.48452;253.9831;
Tajikistan [Europe];null;null;2010;Male;66.03922;null;48;11.83574;47.60908;;165.9651;
Sweden [Europe];null;null;2015;Male;79.96867;null;3;17.83986;3.10693;;67.17353;
Ethiopia [Africa];null;null;2015;Both sexes;66.82242;null;;13.60312;62.35958;;224.7451;
Zambia [Africa];null;null;2015;Female;63.02472;null;63;13.36028;62.18177;;261.227;
Turkey [Europe];null;null;2010;Both sexes;76.893;null;;15.93936;18.11281;;116.2128;
South Sudan [Africa];null;null;2015;Both sexes;61.98944;null;;12.41081;97.85733;;327.7984;
Honduras [Americas];null;null;2010;Male;70.23616;null;26;14.26929;25.76862;;182.9145;
Spain [Europe];null;null;2000;Both sexes;79.08088;null;;17.29211;5.42895;;84.49692;
Republic of Moldova [Europe];null;null;2015;Male;67.18941;null;17;11.95741;17.46873;;261.8942;
Ecuador [Americas];null;null;2010;Female;77.86227;null;16;17.17292;16.67;;94.19675;
Kazakhstan [Europe];null;null;2010;Both sexes;68.43288;null;;13.1135;20.3703;;242.7507;
Sri Lanka [South-East Asia];null;null;2000;Female;76.29864;null;15;15.80473;15.06296;;99.38563;
null;null;South-East Asia;2010;Male;66.38667;null;;12.5396;51.35687;;218.1539;
Poland [Europe];null;null;2015;Male;73.36466;null;5;14.3885;5.27865;;164.7769;
Mauritania [Africa];null;null;2015;Female;67.69135;null;48;13.9484;76.05845;36.99459;182.1271;
Vanuatu [Western Pacific];null;null;2015;Male;62.02092;null;31;11.44627;30.30476;;157.165;
Kazakhstan [Europe];null;null;2010;Male;63.57526;null;23;11.30439;23.15121;;341.3831;
Guyana [Americas];null;null;2000;Female;66.505;null;41;13.04678;40.64968;;239.8043;
Guinea [Africa];null;null;2019;Male;59.47763;null;105;11.83328;103.95769;;;
Sierra Leone [Africa];null;null;2019;Male;59.59659;null;115;12.36541;118.68;;;
Austria [Europe];null;null;2000;Male;75.09416;null;6;15.10154;6.04643;;124.0731;
Kyrgyzstan [Europe];null;null;2000;Both sexes;65.9502;null;;13.06115;49.82489;;227.5244;
Lao People's Democratic Republic [Western Pacific];null;null;2015;Male;64.69891;null;59;12.41757;58.90853;;218.9379;
Jordan [Eastern Mediterranean];null;null;2000;Both sexes;72.64991;null;;13.91379;26.80113;;133.2413;
Tunisia [Eastern Mediterranean];null;null;2000;Female;76.49287;null;27;15.89434;27.06121;;83.30775;
Djibouti [Eastern Mediterranean];null;null;2019;Female;67.77696;null;52;14.3693;52.52035;;;
Sao Tome and Principe [Africa];null;null;2000;Male;62.54929;null;89;12.46562;86.86948;;254.1806;
Zimbabwe [Africa];null;null;2000;Male;45.14684;null;99;8.73421;101.83058;;715.1323;
Montenegro [Europe];null;null;2019;Both sexes;75.87666;null;;14.92445;2.60516;;;
Cuba [Americas];null;null;2019;Male;75.36885;null;6;15.20049;5.75087;;;
Chad [Africa];null;null;2000;Male;49.25856;null;194;10.42692;192.58621;;437.4606;
Finland [Europe];null;null;2000;Female;80.91476;null;4;17.8996;3.82913;;62.9175;
New Zealand [Western Pacific];null;null;2019;Female;83.51994;null;4;19.16885;4.40862;;;
Sierra Leone [Africa];null;null;2015;Both sexes;56.93931;null;;12.16099;140.19001;;403.7481;
Antigua and Barbuda [Americas];null;null;2015;Female;77.75526;null;7;16.32233;7.10192;;105.1738;
Azerbaijan [Europe];null;null;2010;Both sexes;69.02677;null;;12.87587;37.33677;;131.8231;
null;Low-income;null;2015;Female;65.35439;null;;13.41137;;;;
United Kingdom of Great Britain and Northern Ireland [Europe];null;null;2019;Female;82.99003;null;;18.85412;3.87444;;;
Bangladesh [South-East Asia];null;null;2000;Female;67.35784;null;83;13.64891;82.33343;;168.7992;
Ecuador [Americas];null;null;2019;Both sexes;78.44662;null;;17.59557;13.43014;;;
Panama [Americas];null;null;2010;Male;74.6337;null;22;16.59114;21.93562;;153.4978;
Comoros [Africa];null;null;2015;Female;67.84341;null;66;13.9203;66.70958;;201.9406;
Germany [Europe];null;null;2010;Male;77.77688;null;5;16.72643;4.55625;;100.9755;
Malawi [Africa];null;null;2015;Both sexes;63.0444;null;;12.49509;53.29899;;266.3973;
Brunei Darussalam [Western Pacific];null;null;2015;Male;73.37622;null;12;14.04373;11.53956;;111.5967;
Iceland [Europe];null;null;2019;Female;83.86916;null;2;19.44584;1.82619;;;
Thailand [South-East Asia];null;null;2000;Both sexes;71.25484;null;;15.62376;21.95055;;203.5507;
Bahamas [Americas];null;null;2015;Female;76.07729;null;13;17.24261;12.96223;;119.2178;
Equatorial Guinea [Africa];null;null;2019;Both sexes;62.19166;null;;12.91978;81.18015;;;
Uzbekistan [Europe];null;null;2010;Female;72.90898;null;29;14.46729;24.63767;;108.4933;
Honduras [Americas];null;null;2000;Male;69.10293;null;41;14.96025;40.56792;;207.3609;
Grenada [Americas];null;null;2015;Male;70.44291;null;17;13.31455;17.47179;;184.0562;
Poland [Europe];null;null;2000;Both sexes;73.70372;null;;14.68368;9.30213;;152.238;
Fiji [Western Pacific];null;null;2010;Male;65.86063;null;26;11.09623;25.35805;;246.0854;
Syrian Arab Republic [Eastern Mediterranean];null;null;2000;Female;72.7145;null;21;13.44053;20.70672;;91.40761;
Grenada [Americas];null;null;2019;Female;75.33178;null;15;15.56242;15.15461;;;
Luxembourg [Europe];null;null;2000;Male;75.1468;null;5;15.19327;4.9486;;113.3909;
Fiji [Western Pacific];null;null;2015;Female;70.07651;null;22;12.47472;22.40549;;138.0503;
Turkmenistan [Europe];null;null;2019;Both sexes;69.74881;null;;14.72295;42.42673;;;
Serbia [Europe];null;null;2019;Female;78.27786;null;5;16.01687;5.13029;;;
Myanmar [South-East Asia];null;null;2010;Female;67.87344;null;58;13.82818;58.20851;;180.6634;
null;null;South-East Asia;2019;Male;69.88226;null;;13.32733;32.23912;;;
Republic of Korea [Western Pacific];null;null;2015;Male;79.03379;null;4;17.32009;3.80255;;87.46968;
Georgia [Europe];null;null;2015;Female;76.9273;null;9;15.6812;9.26761;;81.80144;
Malaysia [Western Pacific];null;null;2000;Female;75.30944;null;9;14.23335;9.13874;;99.79221;
Algeria [Africa];null;null;2000;Female;73.53922;null;37;14.73785;36.72897;;123.7405;
Belize [Americas];null;null;2010;Male;70.89174;null;21;16.14115;20.67103;;225.3401;
Burundi [Africa];null;null;2015;Female;64.26167;null;62;13.28422;62.14588;;263.8538;
Saudi Arabia [Eastern Mediterranean];null;null;2015;Male;71.73454;null;9;13.27233;9.35628;;98.27793;
Trinidad and Tobago [Americas];null;null;2019;Both sexes;76.12728;null;;17.23903;17.19515;;;
Nicaragua [Americas];null;null;2015;Female;77.31888;null;17;16.11881;17.084;;104.9311;
null;null;Americas;2019;Male;74.48762;null;;15.66867;14.95357;;;
Liberia [Africa];null;null;2019;Female;65.00237;null;78;12.87284;74.26241;;;
Mauritius [Africa];null;null;2015;Female;77.42522;null;13;15.54027;13.04195;;97.66832;
Greece [Europe];null;null;2000;Both sexes;78.17218;null;;16.75685;6.40578;;82.35298;
Yemen [Eastern Mediterranean];null;null;2000;Female;64.69306;null;90;13.19516;90.32527;;228.9759;
Portugal [Europe];null;null;2000;Female;80.07466;null;6;17.42805;6.45276;;65.70166;
Hungary [Europe];null;null;2010;Female;78.35072;null;6;16.55411;5.51502;;92.3896;
Serbia [Europe];null;null;2000;Female;74.28353;null;11;14.18898;11.17206;;95.11519;
El Salvador [Americas];null;null;2000;Both sexes;72.4995;null;;16.05327;33.194;;218.0215;
Rwanda [Africa];null;null;2015;Female;69.82083;null;38;14.27782;43.7633;;177.9598;
Cyprus [Europe];null;null;2019;Female;85.11829;null;2;19.87782;2.58134;;;
Iran (Islamic Republic of) [Eastern Mediterranean];null;null;2010;Female;78.01184;null;19;15.61152;18.46101;;77.574;
China [Western Pacific];null;null;2019;Both sexes;77.43322;null;;15.92282;7.91122;;;
Mexico [Americas];null;null;2015;Male;73.08526;null;18;15.33812;17.71921;;166.8828;
null;null;Europe;2019;Female;81.29292;null;;18.31313;7.00508;;;
Tajikistan [Europe];null;null;2015;Both sexes;68.65755;null;;12.31112;37.49398;;124.8538;
Haiti [Americas];null;null;2015;Female;63.12614;null;64;12.63394;63.91858;;212.5112;
Slovakia [Europe];null;null;2019;Both sexes;78.23097;null;;16.56847;5.84454;;;
Turkmenistan [Europe];null;null;2010;Female;71.08941;null;37;14.67962;36.91618;;129.1481;
Bangladesh [South-East Asia];null;null;2019;Male;72.99429;null;44;15.35991;32.63538;37.43668;;
null;null;Eastern Mediterranean;2000;Male;63.51942;null;;12.48835;83.96187;;205.4753;
Tonga [Western Pacific];null;null;2010;Male;69.14207;null;15;13.0577;14.72219;;176.6578;
Singapore [Western Pacific];null;null;2010;Female;84.01149;null;3;19.91825;2.59142;;42.79113;
Lebanon [Eastern Mediterranean];null;null;2019;Male;74.02618;null;8;13.94966;7.58149;;;
Madagascar [Africa];null;null;2019;Male;64.09824;null;55;12.30889;56.36645;;;
Honduras [Americas];null;null;2015;Both sexes;69.81947;null;;13.52716;19.23907;;146.5096;
Nicaragua [Americas];null;null;2010;Female;76.65556;null;21;15.89628;21.00952;;115.0957;
Mauritius [Africa];null;null;2019;Female;77.31542;null;14;15.56075;14.3412;;;
Croatia [Europe];null;null;2000;Male;70.73512;null;9;12.69338;9.13024;;187.7812;
Malaysia [Western Pacific];null;null;2019;Female;77.07645;null;8;15.26014;7.87937;;;
Uganda [Africa];null;null;2000;Male;46.79795;null;163;9.52856;156.99609;93.41441;572.5327;
Oman [Eastern Mediterranean];null;null;2010;Both sexes;70.36497;null;;11.85732;11.71106;;106.8112;
Iraq [Eastern Mediterranean];null;null;2019;Both sexes;72.42317;null;;14.1865;26.09082;;;
Republic of Korea [Western Pacific];null;null;2015;Both sexes;82.20299;null;;18.96704;3.51612;;62.52529;
Luxembourg [Europe];null;null;2000;Female;81.11469;null;4;18.00525;4.06575;;65.04313;
Oman [Eastern Mediterranean];null;null;2019;Female;75.26434;null;10;13.51919;10.00102;;;
Iceland [Europe];null;null;2010;Female;83.33782;null;2;18.94426;2.4669;;38.71714;
Somalia [Eastern Mediterranean];null;null;2000;Female;52.57983;null;163;11.22157;165.37538;;329.3055;
Bahrain [Eastern Mediterranean];null;null;2015;Male;75.86536;null;8;14.15979;7.82833;;62.8042;
Bosnia and Herzegovina [Europe];null;null;2000;Male;72.60197;null;11;13.56928;10.99899;;170.028;
Slovakia [Europe];null;null;2010;Both sexes;75.46777;null;;15.14827;6.9878;;122.1224;
Mauritania [Africa];null;null;2000;Female;62.23422;null;105;12.64969;104.3727;;205.1322;
Romania [Europe];null;null;2019;Male;71.95333;null;8;13.76584;7.71603;;;
France [Europe];null;null;2019;Male;79.75678;null;5;18.47915;4.7733;;;
Grenada [Americas];null;null;2010;Female;75.47548;null;14;15.77931;13.88353;;106.8727;
Senegal [Africa];null;null;2015;Male;65.46416;null;73;12.33979;53.59261;48.92368;225.4772;
Gambia [Africa];null;null;2019;Female;67.65157;null;47;13.21514;46.23363;;;
Tajikistan [Europe];null;null;2015;Female;70.81903;null;33;13.06987;32.77718;;93.20936;
Timor-Leste [South-East Asia];null;null;2015;Female;70.48689;null;46;13.83303;45.91434;;125.2951;
Trinidad and Tobago [Americas];null;null;2015;Male;71.09544;null;22;14.87534;21.19939;;222.0574;
Eswatini [Africa];null;null;2010;Both sexes;47.42663;null;;9.69747;85.46633;;503.0487;
Turkmenistan [Europe];null;null;2015;Female;72.56609;null;26;15.26188;36.15363;21.51712;136.4029;
Viet Nam [Western Pacific];null;null;2019;Male;69.56166;null;23;12.90551;24.64939;;;
Serbia [Europe];null;null;2010;Female;76.83375;null;7;15.30871;6.74814;;76.26122;
Belgium [Europe];null;null;2010;Female;82.37853;null;4;18.64852;3.90762;;59.47282;
Turkey [Europe];null;null;2015;Male;75.39343;null;14;15.20799;13.68964;;141.3911;
